InteractionID;UserID;SessionDuration (secs);QueryType;ResponseTime (secs);SatisfactionRating;ResolvedQuery;SentimentScore;IntentConfidence (%);ResponseLength (words);Language;ChatbotVersion;Escalation;InteractionDate;EfficiencyScore
11893;4736;430;General Query;3;4;Yes;-0.87;82.36;79;English;v2.0;No;10/05/2024 12:00;9.64
11894;2089;557;General Query;7;3;No;0.12;54.68;57;English;v1.0;No;10/05/2024 13:00;5.67
11895;2672;406;Feedback;3;1;Yes;-0.08;93.78;50;French;v1.0;No;10/05/2024 14:00;9.88
11896;4675;570;Product Inquiry;3;2;Yes;-0.81;94.83;33;English;v2.0;No;10/05/2024 15:00;10.28
11897;1436;212;Technical Support;3;4;Yes;0.18;53.34;11;French;v2.0;No;10/05/2024 16:00;6.73
11898;1828;182;Technical Support;4;5;Yes;-0.65;93.85;30;English;v2.0;No;10/05/2024 17:00;10.98
11899;3981;72;General Query;4;4;Yes;-0.07;83.92;56;Spanish;v1.0;No;10/05/2024 18:00;9.69
11900;1258;494;Product Inquiry;8;4;Yes;-0.97;50.94;54;English;v2.1;No;10/05/2024 19:00;5.99
11901;3003;193;Product Inquiry;5;4;Yes;-0.92;88.65;50;English;v1.1;No;10/05/2024 20:00;10.06
11902;2989;215;General Query;3;5;Yes;0.18;88.04;27;French;v1.0;No;10/05/2024 21:00;10.5
11903;1102;230;Technical Support;5;2;Yes;0.12;51.64;28;English;v2.0;No;10/05/2024 22:00;5.76
11904;1992;409;Technical Support;9;3;No;0.27;80.31;5;English;v1.1;No;10/05/2024 23:00;8.03
11905;4638;327;General Query;6;2;Yes;-0.46;87.37;35;French;v1.0;No;11/05/2024 00:00;9.24
11906;1768;476;General Query;4;2;Yes;0.65;70.32;26;English;v2.0;No;11/05/2024 01:00;7.73
11907;2124;350;General Query;1;3;Yes;-0.25;88.89;43;English;v2.1;No;11/05/2024 02:00;10.19
11908;2221;514;General Query;8;3;Yes;-0.9;81.03;47;English;v2.1;No;11/05/2024 03:00;8.7
11909;3860;348;General Query;5;4;Yes;0.64;91.39;47;English;v2.0;No;11/05/2024 04:00;10.34
11910;3273;48;General Query;9;3;No;0.64;83.24;78;English;v2.0;No;11/05/2024 05:00;8.32
11911;3990;141;General Query;7;2;Yes;-0.75;56.57;92;English;v2.1;No;11/05/2024 06:00;6.06
11912;3510;477;Feedback;2;1;Yes;-0.95;68.95;95;English;v1.0;No;11/05/2024 07:00;7.5
11913;1236;437;Technical Support;2;2;Yes;0.7;58.34;51;English;v2.0;No;11/05/2024 08:00;6.73
11914;4097;178;Product Inquiry;8;3;Yes;0.29;80.8;28;Spanish;v2.1;No;11/05/2024 09:00;8.68
11915;2144;535;General Query;5;4;Yes;0.32;75.59;98;English;v2.1;No;11/05/2024 10:00;8.76
11916;4981;21;General Query;5;4;Yes;-0.97;59.05;21;English;v2.1;No;11/05/2024 11:00;7.1
11917;3553;321;Technical Support;6;2;Yes;0.7;76.08;94;French;v1.1;No;11/05/2024 12:00;8.11
11918;4253;98;General Query;7;3;Yes;-0.44;64.03;90;Spanish;v1.1;No;11/05/2024 13:00;7.1
11919;4782;334;General Query;4;3;Yes;0.94;51.25;39;English;v2.0;No;11/05/2024 14:00;6.12
11920;3861;347;Technical Support;9;1;Yes;0.82;60.6;96;French;v2.1;No;11/05/2024 15:00;5.96
11921;1766;295;General Query;8;5;Yes;0.25;69.32;89;English;v1.1;No;11/05/2024 16:00;8.13
11922;3681;471;General Query;6;4;Yes;-0.3;68.79;69;English;v2.0;No;11/05/2024 17:00;7.98
11923;4614;584;Others;1;4;Yes;0.28;79.75;20;English;v1.1;No;11/05/2024 18:00;9.58
11924;4386;505;General Query;6;3;Yes;0.69;88.7;49;Spanish;v2.1;No;11/05/2024 19:00;9.67
11925;1990;126;Technical Support;1;3;No;-0.81;87.02;52;Spanish;v1.1;No;11/05/2024 20:00;9.5
11926;4868;586;Feedback;5;2;No;0.58;90.49;29;Spanish;v2.0;No;11/05/2024 21:00;9.15
11927;3665;265;General Query;6;3;Yes;0.97;75.43;12;Spanish;v2.1;No;11/05/2024 22:00;8.34
11928;2759;183;Feedback;2;2;Yes;-0.09;51.18;16;English;v1.1;No;11/05/2024 23:00;6.02
11929;3320;546;Product Inquiry;3;4;Yes;-0.59;51.13;84;English;v2.1;No;12/05/2024 00:00;6.51
11930;4981;20;Feedback;7;2;Yes;-0.57;84.94;83;English;v1.0;Yes;12/05/2024 01:00;8.89
11931;3279;156;General Query;5;2;Yes;0.78;74.96;89;Other;v2.1;No;12/05/2024 02:00;8.1
11932;4491;170;Others;9;1;No;0.93;70.89;26;French;v1.1;No;12/05/2024 03:00;6.49
11933;3815;199;Product Inquiry;8;3;Yes;-0.99;83.86;23;French;v1.0;No;12/05/2024 04:00;8.99
11934;4513;506;Product Inquiry;9;4;Yes;0.38;93.07;90;Spanish;v1.0;No;12/05/2024 05:00;10.11
11935;1495;37;Technical Support;6;2;Yes;-0.67;63.43;40;English;v1.0;No;12/05/2024 06:00;6.84
11936;2047;244;Product Inquiry;2;3;Yes;-0.64;75.65;14;English;v2.0;Yes;12/05/2024 07:00;8.76
11937;4180;124;General Query;6;5;Yes;0.84;76.99;99;English;v1.1;No;12/05/2024 08:00;9.1
11938;2726;84;General Query;5;3;Yes;0.46;87.17;85;English;v1.0;No;12/05/2024 09:00;9.62
11939;3549;352;General Query;4;4;Yes;-0.07;51.15;7;Spanish;v1.0;No;12/05/2024 10:00;6.42
11940;4930;391;Product Inquiry;9;4;Yes;0.88;85.8;24;Spanish;v1.1;Yes;12/05/2024 11:00;9.38
11941;3072;226;Technical Support;2;4;Yes;0.92;82.14;63;English;v1.1;No;12/05/2024 12:00;9.71
11942;4258;248;Product Inquiry;3;3;Yes;0.02;72.39;13;Other;v2.0;No;12/05/2024 13:00;8.34
11943;3335;161;Product Inquiry;4;4;Yes;0.95;69.77;48;Spanish;v2.1;No;12/05/2024 14:00;8.28
11944;4699;350;Technical Support;7;5;No;0.38;82.46;73;Other;v1.0;No;12/05/2024 15:00;9.05
11945;1337;290;General Query;1;2;Yes;-0.6;93.85;63;English;v1.1;No;12/05/2024 16:00;10.38
11946;4949;344;Technical Support;9;3;Yes;0.23;97.9;28;Spanish;v2.1;No;12/05/2024 17:00;10.29
11947;2937;546;General Query;5;4;No;-0.27;97.43;90;English;v1.0;No;12/05/2024 18:00;10.44
11948;4108;566;General Query;1;3;Yes;0.7;86.79;5;German;v1.0;No;12/05/2024 19:00;9.98
11949;2817;88;Product Inquiry;8;3;Yes;0.38;57.24;12;English;v1.1;No;12/05/2024 20:00;6.32
11950;1136;231;General Query;3;3;No;-0.66;78.37;36;English;v1.1;No;12/05/2024 21:00;8.44
11951;3555;577;General Query;1;1;No;-0.26;63.02;53;English;v2.0;No;12/05/2024 22:00;6.5
11952;3274;401;Product Inquiry;7;1;No;-0.13;65.66;62;English;v1.0;No;12/05/2024 23:00;6.17
11953;1319;439;Product Inquiry;4;5;Yes;-0.31;66.7;92;English;v2.1;No;13/05/2024 00:00;8.27
11954;2863;67;Product Inquiry;5;3;Yes;0.45;99.11;77;English;v2.1;No;13/05/2024 01:00;10.81
11955;1915;250;Others;2;2;Yes;-0.67;77.54;36;English;v1.1;No;13/05/2024 02:00;8.65
11956;2205;598;Product Inquiry;4;2;No;0.15;94.7;76;English;v2.1;No;13/05/2024 03:00;9.67
11957;2897;496;Product Inquiry;5;4;Yes;-0.9;69.91;23;English;v1.0;No;13/05/2024 04:00;8.19
11958;3133;108;General Query;4;4;Yes;0.5;63.18;72;English;v1.0;No;13/05/2024 05:00;7.62
11959;4538;71;Product Inquiry;3;4;Yes;-0.05;62.89;82;French;v1.1;No;13/05/2024 06:00;7.69
11960;1925;553;General Query;5;2;Yes;-0.06;72.85;26;Spanish;v1.0;No;13/05/2024 07:00;7.88
11961;3100;441;Product Inquiry;2;4;Yes;0.67;69.25;50;Spanish;v1.0;No;13/05/2024 08:00;8.43
11962;3907;465;General Query;1;1;Yes;0.67;52.08;73;English;v1.0;No;13/05/2024 09:00;5.91
11963;3914;150;General Query;7;3;No;-0.54;75.38;93;English;v1.1;No;13/05/2024 10:00;7.74
11964;2258;393;Product Inquiry;3;4;No;0.29;52.09;27;English;v1.0;No;13/05/2024 11:00;6.11
11965;2982;570;Technical Support;6;2;Yes;-0.16;52.66;42;Other;v2.0;No;13/05/2024 12:00;5.77
11966;4850;549;General Query;8;2;Yes;-0.78;87.8;52;French;v1.0;No;13/05/2024 13:00;9.08
11967;4870;124;Product Inquiry;3;1;Yes;0.33;64.91;94;English;v1.0;No;13/05/2024 14:00;6.99
11968;1432;406;Product Inquiry;9;3;Yes;0.88;98.33;37;English;v1.0;No;13/05/2024 15:00;10.33
11969;4567;355;Technical Support;5;5;Yes;-0.17;98.17;24;English;v2.1;No;13/05/2024 16:00;11.32
11970;1998;136;General Query;8;3;Yes;0.54;67.25;21;English;v2.1;No;13/05/2024 17:00;7.32
11971;3147;20;Product Inquiry;2;5;Yes;0.01;98.54;75;French;v1.1;No;13/05/2024 18:00;11.65
11972;1989;557;General Query;2;2;Yes;-0.15;99.64;12;Other;v1.1;No;13/05/2024 19:00;10.86
11973;1598;455;General Query;6;3;Yes;0.38;77.03;86;English;v1.1;No;13/05/2024 20:00;8.5
11974;3450;515;Product Inquiry;2;5;Yes;0.28;79.59;43;English;v2.1;Yes;13/05/2024 21:00;9.76
11975;1395;31;General Query;6;4;Yes;-0.58;70.72;63;English;v1.0;No;13/05/2024 22:00;8.17
11976;4598;313;Product Inquiry;9;3;Yes;0.43;55.98;81;English;v1.0;No;13/05/2024 23:00;6.1
11977;1414;527;Feedback;3;1;Yes;0.43;70.79;53;Spanish;v1.1;No;14/05/2024 00:00;7.58
11978;1938;584;Technical Support;8;2;Yes;0.36;75.46;24;French;v1.1;No;14/05/2024 01:00;7.85
11979;2636;147;Technical Support;3;3;No;0.54;75.38;34;English;v2.1;Yes;14/05/2024 02:00;8.14
11980;3724;95;Product Inquiry;9;4;Yes;0.28;87.1;69;Spanish;v1.0;No;14/05/2024 03:00;9.51
11981;3510;288;Feedback;5;4;Yes;-0.88;65.15;77;English;v1.0;No;14/05/2024 04:00;7.72
11982;1540;165;General Query;8;5;Yes;0.14;69.81;5;Spanish;v2.1;No;14/05/2024 05:00;8.18
11983;2649;422;Product Inquiry;1;3;Yes;0.37;60.55;90;English;v2.1;No;14/05/2024 06:00;7.36
11984;4690;518;Product Inquiry;1;3;No;-0.45;78.53;47;English;v1.1;Yes;14/05/2024 07:00;8.65
11985;2945;579;Feedback;9;3;Yes;0.58;98.13;55;English;v1.1;No;14/05/2024 08:00;10.31
11986;4435;218;General Query;7;3;Yes;0.73;84.41;92;English;v2.0;No;14/05/2024 09:00;9.14
11987;4201;522;General Query;5;4;Yes;0.25;96.72;46;Spanish;v1.1;No;14/05/2024 10:00;10.87
11988;1083;422;Others;1;3;Yes;-0.59;90.06;79;Other;v1.1;No;14/05/2024 11:00;10.31
11989;1270;228;General Query;3;2;Yes;-0.24;54.06;15;Spanish;v1.0;No;14/05/2024 12:00;6.21
11990;3291;361;General Query;9;3;No;-0.01;56.18;15;English;v2.0;No;14/05/2024 13:00;5.62
11991;1387;67;Product Inquiry;3;4;No;0.67;68.66;36;English;v2.0;No;14/05/2024 14:00;7.77
11992;1213;560;Product Inquiry;5;3;Yes;0.31;74.03;54;English;v1.1;No;14/05/2024 15:00;8.3
11993;3865;195;Technical Support;2;3;Yes;-0.34;80.73;29;Spanish;v1.0;No;14/05/2024 16:00;9.27
11994;4237;530;Product Inquiry;5;1;Yes;-0.34;62.24;87;Spanish;v2.1;No;14/05/2024 17:00;6.52
11995;4862;38;Product Inquiry;7;3;No;-0.14;58.41;11;English;v2.1;No;14/05/2024 18:00;6.04
11996;1058;514;General Query;5;3;Yes;0.63;95.23;88;English;v1.0;Yes;14/05/2024 19:00;10.42
11997;2625;374;Product Inquiry;5;2;Yes;0.35;54.08;70;Other;v2.1;No;14/05/2024 20:00;6.01
11998;3930;578;General Query;4;1;Yes;0.24;96.51;54;English;v1.0;No;14/05/2024 21:00;10.05
11999;1842;364;General Query;4;3;Yes;0.21;66.74;30;English;v1.1;No;14/05/2024 22:00;7.67
12000;3971;79;Feedback;5;3;No;0.45;78.06;54;Spanish;v2.0;No;14/05/2024 23:00;8.21
12001;2527;248;General Query;2;4;Yes;-0.82;61.21;78;English;v2.1;No;15/05/2024 00:00;7.62
12002;2729;166;Technical Support;6;2;Yes;0.99;75.51;34;English;v2.0;No;15/05/2024 01:00;8.05
12003;1122;317;Feedback;2;3;Yes;-0.93;73.38;36;Spanish;v1.1;No;15/05/2024 02:00;8.54
12004;4719;352;General Query;9;5;No;-0.4;80.76;20;English;v1.0;No;15/05/2024 03:00;8.68
12005;2436;351;General Query;6;5;Yes;-0.64;56.12;89;German;v2.0;Yes;15/05/2024 04:00;7.01
12006;2162;452;Product Inquiry;5;5;No;-0.88;93.61;23;English;v1.0;No;15/05/2024 05:00;10.36
12007;4300;418;General Query;3;4;No;0.52;72.94;19;French;v1.0;No;15/05/2024 06:00;8.19
12008;4345;354;Technical Support;9;5;Yes;0.94;75.54;23;English;v1.0;No;15/05/2024 07:00;8.65
12009;3486;228;General Query;8;5;Yes;-0.73;59.84;5;English;v2.0;Yes;15/05/2024 08:00;7.18
12010;4069;430;Others;3;2;Yes;0.96;87.44;48;English;v2.0;No;15/05/2024 09:00;9.54
12011;1561;290;Feedback;1;3;Yes;-0.24;94.09;45;English;v1.0;No;15/05/2024 10:00;10.71
12012;4981;199;Feedback;1;4;Yes;-0.59;76.23;61;English;v1.0;No;15/05/2024 11:00;9.22
12013;3165;434;General Query;8;3;Yes;0.34;51.3;83;English;v2.0;No;15/05/2024 12:00;5.73
12014;2737;365;General Query;7;5;No;0.62;79.56;14;Spanish;v1.0;No;15/05/2024 13:00;8.76
12015;1904;538;General Query;7;5;Yes;0.93;62.57;70;English;v2.0;No;15/05/2024 14:00;7.56
12016;4554;457;Technical Support;3;3;Yes;-0.18;93.01;94;English;v1.1;No;15/05/2024 15:00;10.4
12017;1394;32;General Query;6;3;No;0.94;67.84;97;Spanish;v1.1;No;15/05/2024 16:00;7.08
12018;2726;423;Technical Support;5;3;Yes;-0.84;99.72;34;French;v2.0;No;15/05/2024 17:00;10.87
12019;3923;399;Product Inquiry;5;4;Yes;0.31;50.79;30;English;v1.1;No;15/05/2024 18:00;6.28
12020;4531;440;Product Inquiry;6;4;Yes;0.33;52.43;52;French;v2.0;No;15/05/2024 19:00;6.34
12021;4906;199;Product Inquiry;8;3;Yes;-0.24;68.49;13;English;v2.1;No;15/05/2024 20:00;7.45
12022;2716;302;Product Inquiry;9;4;Yes;0.51;90.38;81;Spanish;v2.1;No;15/05/2024 21:00;9.84
12023;1934;437;General Query;5;2;Yes;-0.35;89.15;60;Spanish;v2.1;Yes;15/05/2024 22:00;9.52
12024;2101;375;General Query;7;1;Yes;0.13;89.0;17;English;v2.0;No;15/05/2024 23:00;9.0
12025;3999;35;Product Inquiry;1;5;Yes;-0.91;76.32;39;Spanish;v2.1;No;16/05/2024 00:00;9.53
12026;2435;334;Technical Support;5;5;Yes;-0.1;62.48;57;English;v2.0;No;16/05/2024 01:00;7.75
12027;1074;552;General Query;3;3;Yes;-0.11;93.65;51;Other;v2.1;Yes;16/05/2024 02:00;10.46
12028;1294;35;Technical Support;2;5;No;0.39;86.29;62;English;v2.1;No;16/05/2024 03:00;9.93
12029;4864;484;Technical Support;3;3;No;-0.06;54.72;99;Spanish;v2.0;No;16/05/2024 04:00;6.07
12030;1020;482;General Query;9;3;Yes;-0.04;88.99;52;Spanish;v2.0;No;16/05/2024 05:00;9.4
12031;4977;564;Product Inquiry;9;3;No;0.84;93.82;38;English;v2.0;No;16/05/2024 06:00;9.38
12032;4242;88;General Query;2;4;Yes;0.67;76.38;96;English;v1.0;No;16/05/2024 07:00;9.14
12033;2038;430;General Query;9;3;Yes;-0.1;51.04;98;French;v1.1;No;16/05/2024 08:00;5.6
12034;2234;71;Technical Support;3;5;Yes;-0.73;68.41;95;Spanish;v1.1;Yes;16/05/2024 09:00;8.54
12035;1559;84;Others;3;3;Yes;-0.35;58.06;95;English;v2.0;No;16/05/2024 10:00;6.91
12036;2109;486;Product Inquiry;5;1;Yes;0.26;61.23;53;English;v1.1;No;16/05/2024 11:00;6.42
12037;2172;291;Feedback;4;2;No;-0.8;90.97;46;English;v1.0;Yes;16/05/2024 12:00;9.3
12038;4771;458;Product Inquiry;1;5;Yes;-0.56;97.48;63;English;v2.1;No;16/05/2024 13:00;11.65
12039;1371;549;Product Inquiry;1;1;No;0.02;65.94;92;English;v2.0;No;16/05/2024 14:00;6.79
12040;3027;292;Product Inquiry;5;4;Yes;-0.61;66.77;28;English;v1.0;Yes;16/05/2024 15:00;7.88
12041;4551;478;General Query;4;5;Yes;-0.25;86.69;27;English;v2.1;No;16/05/2024 16:00;10.27
12042;1817;192;General Query;8;1;Yes;-0.69;71.86;5;English;v2.0;No;16/05/2024 17:00;7.19
12043;2174;587;Product Inquiry;2;5;Yes;0.41;88.67;84;English;v2.1;Yes;16/05/2024 18:00;10.67
12044;2164;540;Product Inquiry;8;4;Yes;0.72;85.55;14;English;v2.1;No;16/05/2024 19:00;9.46
12045;2092;516;Product Inquiry;6;1;Yes;-0.92;82.36;42;French;v2.0;No;16/05/2024 20:00;8.44
12046;2283;553;Technical Support;9;3;Yes;-0.26;77.91;98;English;v1.0;No;16/05/2024 21:00;8.29
12047;3011;91;General Query;6;5;Yes;0.61;59.6;15;English;v2.1;No;16/05/2024 22:00;7.36
12048;1845;191;General Query;7;3;Yes;-0.4;93.63;38;French;v1.1;No;16/05/2024 23:00;10.06
12049;2991;311;Product Inquiry;8;4;Yes;0.53;83.04;76;English;v2.0;No;17/05/2024 00:00;9.2
12050;1520;271;General Query;1;3;Yes;0.05;55.18;78;English;v1.0;No;17/05/2024 01:00;6.82
12051;4704;428;Feedback;7;3;Yes;-0.37;66.05;91;English;v1.1;No;17/05/2024 02:00;7.31
12052;1370;386;Technical Support;7;4;Yes;-0.86;78.3;10;English;v2.1;No;17/05/2024 03:00;8.83
12053;2442;275;General Query;3;1;Yes;0.33;55.17;57;English;v2.0;No;17/05/2024 04:00;6.02
12054;1100;544;Technical Support;7;4;Yes;-0.13;51.32;63;English;v1.1;No;17/05/2024 05:00;6.13
12055;1660;459;Product Inquiry;4;2;Yes;-0.19;59.69;85;German;v1.0;No;17/05/2024 06:00;6.67
12056;2681;354;Product Inquiry;6;4;Yes;0.18;66.53;49;English;v1.0;No;17/05/2024 07:00;7.75
12057;4936;454;Others;2;3;Yes;-0.21;87.03;93;English;v2.1;No;17/05/2024 08:00;9.9
12058;4015;480;Product Inquiry;4;2;Yes;0.28;71.54;75;English;v2.1;No;17/05/2024 09:00;7.85
12059;1242;327;Feedback;4;4;Yes;0.59;53.06;65;English;v2.1;No;17/05/2024 10:00;6.61
12060;3800;114;Feedback;5;5;Yes;0.43;81.1;87;Spanish;v2.1;No;17/05/2024 11:00;9.61
12061;1511;428;General Query;6;3;Yes;-0.02;86.73;41;English;v2.1;No;17/05/2024 12:00;9.47
12062;3896;187;General Query;4;5;Yes;-0.08;54.49;95;Spanish;v2.1;No;17/05/2024 13:00;7.05
12063;3602;106;Product Inquiry;6;5;No;0.17;82.35;72;English;v1.0;No;17/05/2024 14:00;9.14
12064;4166;22;Technical Support;9;3;Yes;-0.98;68.47;63;English;v2.1;No;17/05/2024 15:00;7.35
12065;3273;391;Technical Support;4;4;Yes;0.16;90.47;53;English;v2.0;No;17/05/2024 16:00;10.35
12066;2541;547;Technical Support;7;4;Yes;0.59;81.84;52;Spanish;v2.0;No;17/05/2024 17:00;9.18
12067;3261;42;Product Inquiry;7;3;Yes;0.63;80.08;82;Spanish;v2.0;No;17/05/2024 18:00;8.71
12068;3765;117;Technical Support;8;1;Yes;-0.19;72.06;45;English;v1.0;No;17/05/2024 19:00;7.21
12069;3114;541;Technical Support;2;4;Yes;-0.32;61.09;37;English;v1.1;No;17/05/2024 20:00;7.61
12070;1395;340;General Query;1;1;No;-0.1;50.92;76;English;v2.1;No;17/05/2024 21:00;5.29
12071;1611;553;General Query;9;5;Yes;-0.66;72.88;17;English;v1.1;No;17/05/2024 22:00;8.39
12072;4083;386;Product Inquiry;9;3;Yes;0.63;68.62;33;English;v1.0;No;17/05/2024 23:00;7.36
12073;2260;203;Technical Support;4;1;Yes;-0.98;62.25;67;English;v2.0;No;18/05/2024 00:00;6.63
12074;2857;436;Product Inquiry;4;2;Yes;-0.52;85.98;89;Spanish;v2.0;No;18/05/2024 01:00;9.3
12075;1769;233;General Query;3;2;No;-0.09;95.44;51;Spanish;v1.1;No;18/05/2024 02:00;9.84
12076;2422;229;General Query;3;5;Yes;-0.51;69.46;78;English;v1.1;No;18/05/2024 03:00;8.65
12077;1406;152;Technical Support;5;1;Yes;-0.59;72.88;43;French;v1.0;No;18/05/2024 04:00;7.59
12078;3972;72;Others;5;2;No;0.51;87.91;59;English;v2.1;No;18/05/2024 05:00;8.89
12079;2872;42;Feedback;4;3;Yes;0.15;76.14;33;English;v2.1;No;18/05/2024 06:00;8.61
12080;2503;125;Product Inquiry;5;2;Yes;0.23;86.14;20;English;v1.0;No;18/05/2024 07:00;9.21
12081;3694;479;Feedback;3;2;Yes;-0.57;90.43;49;Spanish;v2.1;Yes;18/05/2024 08:00;9.84
12082;3269;501;General Query;6;2;Yes;0.69;67.94;21;English;v2.0;No;18/05/2024 09:00;7.29
12083;2179;139;Feedback;8;2;Yes;-0.97;92.1;18;German;v2.0;No;18/05/2024 10:00;9.51
12084;1653;227;Product Inquiry;6;4;No;0.08;87.46;52;French;v2.0;No;18/05/2024 11:00;9.35
12085;3475;337;Technical Support;7;1;Yes;0.91;85.68;59;Other;v2.1;No;18/05/2024 12:00;8.67
12086;2181;357;General Query;8;3;Yes;0.92;75.51;32;English;v1.0;No;18/05/2024 13:00;8.15
12087;1976;174;Feedback;7;4;Yes;-0.24;84.93;75;English;v1.1;No;18/05/2024 14:00;9.49
12088;2439;174;Product Inquiry;5;3;Yes;-0.91;97.17;93;Spanish;v2.0;No;18/05/2024 15:00;10.62
12089;4053;413;General Query;6;3;Yes;0.87;74.55;84;English;v2.0;Yes;18/05/2024 16:00;8.25
12090;4397;524;General Query;6;4;No;-0.51;85.5;70;English;v1.1;No;18/05/2024 17:00;9.15
12091;3418;332;General Query;9;4;Yes;-0.84;89.4;79;English;v1.1;No;18/05/2024 18:00;9.74
12092;2367;278;Product Inquiry;5;4;Yes;-0.93;54.67;55;Spanish;v2.0;Yes;18/05/2024 19:00;6.67
12093;4333;176;General Query;4;3;Yes;-0.62;70.97;40;English;v1.1;No;18/05/2024 20:00;8.1
12094;4354;33;Product Inquiry;2;3;Yes;0.32;58.04;19;English;v2.0;No;18/05/2024 21:00;7.0
12095;3897;96;Technical Support;4;5;Yes;-0.56;95.76;26;Spanish;v1.0;No;18/05/2024 22:00;11.18
12096;3903;358;Others;2;3;Yes;0.17;90.4;79;French;v1.0;No;18/05/2024 23:00;10.24
12097;1228;428;General Query;7;2;Yes;0.43;68.6;25;Other;v2.1;No;19/05/2024 00:00;7.26
12098;4959;413;General Query;6;1;Yes;-0.5;65.23;70;English;v1.0;No;19/05/2024 01:00;6.72
12099;3327;239;General Query;6;3;No;-0.35;82.62;79;Spanish;v1.1;No;19/05/2024 02:00;8.56
12100;2893;452;General Query;1;2;Yes;-0.25;90.55;49;Spanish;v1.1;No;19/05/2024 03:00;10.06
12101;2313;474;Technical Support;3;4;Yes;-0.67;60.59;46;English;v1.0;No;19/05/2024 04:00;7.46
12102;4751;159;Product Inquiry;2;1;Yes;-0.41;82.27;6;English;v1.1;No;19/05/2024 05:00;8.83
12103;2070;517;Product Inquiry;4;3;Yes;0.37;54.02;14;English;v2.0;No;19/05/2024 06:00;6.4
12104;1974;549;General Query;9;3;Yes;0.48;62.35;30;English;v2.1;No;19/05/2024 07:00;6.74
12105;2738;115;Technical Support;8;2;No;0.52;96.44;70;English;v1.1;No;19/05/2024 08:00;9.44
12106;4285;47;Others;1;5;Yes;-0.4;87.26;70;English;v2.1;Yes;19/05/2024 09:00;10.63
12107;1757;249;Product Inquiry;7;1;No;-0.21;72.97;70;English;v2.0;No;19/05/2024 10:00;6.9
12108;4095;435;Others;1;1;No;-0.57;58.83;60;English;v1.1;No;19/05/2024 11:00;6.08
12109;1320;475;General Query;9;1;Yes;0.91;63.08;18;English;v1.0;No;19/05/2024 12:00;6.21
12110;3321;44;General Query;9;2;Yes;0.31;71.76;62;English;v1.1;No;19/05/2024 13:00;7.38
12111;1555;423;Others;3;4;Yes;0.9;55.63;65;English;v1.0;No;19/05/2024 14:00;6.96
12112;1843;561;Technical Support;2;2;Yes;-0.5;62.09;56;English;v2.1;No;19/05/2024 15:00;7.11
12113;2336;184;General Query;8;3;No;-0.89;82.04;75;English;v1.0;No;19/05/2024 16:00;8.3
12114;2386;227;General Query;6;4;Yes;-0.05;92.66;38;English;v2.0;No;19/05/2024 17:00;10.37
12115;1667;392;Product Inquiry;3;4;No;-0.67;90.15;69;French;v2.1;No;19/05/2024 18:00;9.92
12116;4047;88;Technical Support;5;2;Yes;0.5;75.35;33;Spanish;v2.1;No;19/05/2024 19:00;8.14
12117;3427;539;Technical Support;9;2;Yes;-0.14;51.93;63;English;v1.0;No;19/05/2024 20:00;5.39
12118;3758;372;General Query;8;3;Yes;0.11;80.77;35;English;v1.1;No;19/05/2024 21:00;8.68
12119;2942;120;Technical Support;2;2;Yes;0.06;74.48;25;English;v1.0;Yes;19/05/2024 22:00;8.35
12120;3004;20;Product Inquiry;4;2;Yes;-0.03;88.79;85;English;v2.0;No;19/05/2024 23:00;9.58
12121;4745;370;Product Inquiry;9;3;Yes;-0.15;59.71;7;French;v2.1;No;20/05/2024 00:00;6.47
12122;2930;26;Product Inquiry;8;3;No;-0.73;92.51;91;English;v1.1;Yes;20/05/2024 01:00;9.35
12123;4541;337;Product Inquiry;3;2;No;-0.13;90.05;13;French;v2.1;No;20/05/2024 02:00;9.31
12124;1745;528;General Query;2;3;Yes;-0.94;56.87;86;English;v2.0;No;20/05/2024 03:00;6.89
12125;1674;205;Product Inquiry;4;2;Yes;-0.63;98.18;86;English;v2.0;No;20/05/2024 04:00;10.52
12126;3163;481;General Query;2;3;No;-0.91;63.65;41;Spanish;v1.1;No;20/05/2024 05:00;7.06
12127;3652;362;General Query;7;3;Yes;-0.02;50.25;56;Other;v1.1;No;20/05/2024 06:00;5.72
12128;2065;27;General Query;6;5;No;-0.24;94.27;62;French;v2.1;Yes;20/05/2024 07:00;10.33
12129;4867;595;General Query;1;4;Yes;0.4;53.81;73;German;v2.0;No;20/05/2024 08:00;6.98
12130;3426;155;Product Inquiry;2;4;Yes;-0.58;64.12;15;Spanish;v2.1;No;20/05/2024 09:00;7.91
12131;4793;402;General Query;8;2;Yes;0.07;61.11;67;English;v1.0;No;20/05/2024 10:00;6.41
12132;4277;205;Product Inquiry;8;3;Yes;-0.94;59.37;96;English;v1.1;No;20/05/2024 11:00;6.54
12133;3513;391;Others;6;5;Yes;-0.81;77.6;47;English;v1.0;Yes;20/05/2024 12:00;9.16
12134;4803;580;General Query;7;3;Yes;-0.52;88.97;66;English;v2.1;Yes;20/05/2024 13:00;9.6
12135;3327;185;General Query;2;2;Yes;-0.31;68.83;32;German;v2.0;No;20/05/2024 14:00;7.78
12136;4719;340;Technical Support;1;4;Yes;0.84;65.84;16;English;v2.1;No;20/05/2024 15:00;8.18
12137;1617;176;General Query;6;1;No;0.5;73.16;16;German;v1.1;No;20/05/2024 16:00;7.02
